source_file,sheet,fund_code,fund_desc,resp1_code,resp1_desc,resp2_code,resp2_desc,item_group_code,item_group_desc,item_code,item_desc,order_no,order_seq,gl_account,vendor,unpaid_grvs,post_dated_payments,commitments_balance,report_date
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,4240.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,385457.6,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,224836.44,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,54530.02,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,171000.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,6610.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9791.12,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,150000.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,FINANCIAL ACCOUNTING,I003,GOODS AND SERVICES,I006,AUDIT FEES:EXT PREVIOUS YEAR,,,,AUDITOR GENERAL,0.0,0.0,3759103.69,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,FINANCIAL ACCOUNTING,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,60615.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,FINANCIAL ACCOUNTING,I003,GOODS AND SERVICES,I005,VENUES AND FACILITIES,,,,HARVEY WORLD TRAVEL E,0.0,0.0,2354.36,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I005,TRAVEL AGENCY FEES,,,,HARVEY WORLD TRAVEL E,0.0,0.0,603919.76,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I005,COM:AIRTIME & DATA,,,,MTN PTY LTD,0.0,0.0,3556360.39,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I006,"F/SER:FUEL,OIL & GREASE",,,,GOVERNMENT FLEET MANA,0.0,0.0,2277000.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I005,CONS SP&OS:STATIONERY,,,,KWANTANJANA TRADINGS,0.0,0.0,178697.05,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I005,CONS SP&OS:STATIONERY,,,,QHAWE PROTECTION,0.0,0.0,28492.14,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,137725.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,FINANCIAL MANAGEMENT,R004,SUPPLY CHAIN MANAGEMENT,I003,MACHINERY AND EQUIPMENT,I005,FINANCE LEASES TRANSPORT EQP,,,,GOVERNMENT FLEET MANA,0.0,0.0,2904000.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,CORPORATE MANAGEMENT - SUPP (GM),I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,CIRCLE SEVEN TRADING,0.0,0.0,71300.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,CORPORATE MANAGEMENT - SUPP (GM),I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,LATCHITCHI,0.0,0.0,28470.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,CORPORATE MANAGEMENT - SUPP (GM),I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,NTSHANGWE TRADING COM,0.0,0.0,1800.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,CORPORATE MANAGEMENT - SUPP (GM),I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,1600.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,ORGANISATION DEV & CHANGE MAN P1,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,8475.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,ORGANISATION DEV & CHANGE MAN P1,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,1800.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,ORGANISATION DEV & CHANGE MAN P1,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9431.12,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,STRATEGY AND PLANNING,I003,GOODS AND SERVICES,I005,"O/P:SUBSCRIPT,PRINT&PUBLIC S",,,,NDABASE PRINTING SOLU,0.0,0.0,45567.37,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,HUMAN RESOURCE MANAGEMENT,I003,GOODS AND SERVICES,I005,CNS:BUS&ADV SER:OCCU SAFE&HE,,,,BANIKE GROUP PTY LTD,0.0,0.0,62798.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,HUMAN RESOURCE MANAGEMENT,I003,GOODS AND SERVICES,I005,CONTRCTRS:EMPLOYEE WELLNESS,,,,LIFE HEALTH SOLUTIONS,0.0,0.0,297057.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,HUMAN RESOURCE MANAGEMENT,I003,GOODS AND SERVICES,I005,CONTRCTRS:SPORTS AND RECREAT,,,,NODIDA INVESTMENT,0.0,0.0,16600.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,DEPARTMENTAL ICT SUPPORT,I003,GOODS AND SERVICES,I005,COM:SATELLITE SIGNALS,,,,MULTI CHOICE AFRICA (,0.0,0.0,130200.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,DEPARTMENTAL ICT SUPPORT,I003,GOODS AND SERVICES,I005,COM:TEL/FAX/TELEGRAPH & TELE,,,,MTN PTY LTD,0.0,0.0,556360.22,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,DEPARTMENTAL ICT SUPPORT,I003,GOODS AND SERVICES,I005,OPERATING LEASE:OTHER MACH&E,,,,ECODIGITAL TECH GROUP,0.0,0.0,14520.0,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,DEPARTMENTAL ICT SUPPORT,I003,GOODS AND SERVICES,I005,OPERATING LEASE:OTHER MACH&E,,,,KONICA MINOLTA SA ADO,0.0,0.0,1302780.39,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,DEPARTMENTAL ICT SUPPORT,I003,GOODS AND SERVICES,I005,OPERATING LEASE:OTHER MACH&E,,,,XEROX EASTERN CAPE,0.0,0.0,92634.48,2026-05-19
COM19.05.26.xlsx,PROG 1,F002,DEPARTMENTAL APPROPRIATION,R003,CORPORATE MANAGEMENT,R004,"FACILITIES, SEC, REC & CORP COMM",I003,GOODS AND SERVICES,I005,O/P:COURIER & DELIVERY SERVS,,,,MTE XPRESS,0.0,0.0,19360.48,2026-05-19
COM19.05.26.xlsx,PROG 2,,,,"PLAN, PERF MON AND EVALUATION",R004,"PLAN, PERF MON AND EVALUAT (DDG'",I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,44045.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,,"PLAN, PERF MON AND EVALUATION",R004,"PLAN, PERF MON AND EVALUAT (DDG'",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,112000.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,,"PLAN, PERF MON AND EVALUATION",R004,"PLAN, PERF MON AND EVALUAT (DDG'",I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,1800.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,,"PLAN, PERF MON AND EVALUATION",R004,"PLAN, PERF MON AND EVALUAT (DDG'",I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9731.12,2026-05-19
COM19.05.26.xlsx,PROG 2,,,,"PLAN, PERF MON AND EVALUATION",R004,"PLAN, PERF MON AND EVALUAT (DDG'",I003,GOODS AND SERVICES,I005,VENUES AND FACILITIES,,,,HARVEY WORLD TRAVEL E,0.0,0.0,23795.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,STRATEGY & PLANNING AND SUPPORT,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,21400.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,POLICY DEVELOPMENT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,80000.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,POLICY DEVELOPMENT,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,6000.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,POLICY DEVELOPMENT,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,19374.24,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,"INTERGRA PLAN, SPAT PLAN & GCIS",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,175000.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,"INTERGRA PLAN, SPAT PLAN & GCIS",I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,1500.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,STRATEGY & PLANNING,R004,"INTERGRA PLAN, SPAT PLAN & GCIS",I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,18684.74,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,PERFOMANCE MONITORING & EVALUAT,R004,SERV DEL COORD & PME DATA SYSTEM,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,290950.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,POLICY COORD & ADVISORY SERV SUP,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,23630.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,"ECONO, TRADE AND ADVISORY",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,157000.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,"ECONO, TRADE AND ADVISORY",I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,12610.0,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,"ECONO, TRADE AND ADVISORY",I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,19582.24,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,SOCIO PROTECTION & HCD,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,155241.39,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,SOCIO PROTECTION & HCD,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,29327.36,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,INFRASTRUCTURE & BUDGET SUPPORT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,169094.55,2026-05-19
COM19.05.26.xlsx,PROG 2,,,R003,POLICY COORD AND ADVISORY SERV,R004,INFRASTRUCTURE & BUDGET SUPPORT,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,17200.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,,EXEC SUPPORT & STAKEHOLDER MANAG,R004,EXEC SUP & STAKEHOLD MANAG (DDG),I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,36740.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,,EXEC SUPPORT & STAKEHOLDER MANAG,R004,EXEC SUP & STAKEHOLD MANAG (DDG),I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,11590.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,,EXEC SUPPORT & STAKEHOLDER MANAG,R004,EXEC SUP & STAKEHOLD MANAG (DDG),I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9791.12,2026-05-19
COM19.05.26.xlsx,PROG 3,,,,EXEC SUPPORT & STAKEHOLDER MANAG,R004,EXEC SUP & STAKEHOLD MANAG (DDG),I003,GOODS AND SERVICES,I005,VENUES AND FACILITIES,,,,HARVEY WORLD TRAVEL E,0.0,0.0,14956.39,2026-05-19
COM19.05.26.xlsx,PROG 3,,,,EXEC SUPPORT & STAKEHOLDER MANAG,R004,TRADITIONAL LEADERSHIP&ADMIN SUP,I003,GOODS AND SERVICES,I005,CONS SP&OS:GOVERNMENT PRINTI,,,,GOVERNMENT PRINTING W,0.0,0.0,12105.27,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,"CLUSTER, INTERN REL & IGR - SUPP",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,240680.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,"CLUSTER, INTERN REL & IGR - SUPP",I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,6980.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,INTERGOVERMENTAL RELATION MANAGE,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,96655.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,INTERNATIONAL RELATIONS,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,49000.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,INTERNATIONAL RELATIONS,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9797.12,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,"CLUSTER, INTER-NAT&INTER-GOV REL",R004,EXECUTIVE CABINET,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,83505.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,STRATEGIC COMMUNICATION & RESEAR,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,46600.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"PR, MARKETING & BRAND MANAGEMENT",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,77040.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"PR, MARKETING & BRAND MANAGEMENT",I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,6110.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"PR, MARKETING & BRAND MANAGEMENT",I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,9783.12,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"MEDIA RELA, CONTENT PROD & MANAG",I003,GOODS AND SERVICES,I005,CNS:BUS&ADV SER:PRJ MANAGEME,,,,NEWSCLIP MEDIA MONITO,0.0,0.0,140968.5,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"MEDIA RELA, CONTENT PROD & MANAG",I003,GOODS AND SERVICES,I005,CONTRCTRS:AUDIO-VISUAL SERV,,,,MT SOUNDS,0.0,0.0,28500.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,PROVINCIAL COMMUNICATIONS,R004,"MEDIA RELA, CONTENT PROD & MANAG",I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,73900.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,INTERGRATED YOUTH DEVELO - SUPPP,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,36600.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,YOUTH STRATEGY,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,74600.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,STRATEGIC SKILLS,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,23228.3,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,STRATEGIC SKILLS,I003,HOUSEHOLDS (HH),I006,H/H:BURSARIES(NON-EMPLOYEE),,,,DIKE'S MECHANICAL REP,0.0,0.0,61887.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,STRATEGIC SKILLS,I003,HOUSEHOLDS (HH),I006,H/H:BURSARIES(NON-EMPLOYEE),,,,MOORE INFINITY BRS PT,0.0,0.0,282629.75,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:OTH MACH & EQ,,,,BUHLE BAMAZULU,0.0,0.0,623200.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:OTH MACH & EQ,,,,EDEN SKYE 14,0.0,0.0,598888.55,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:OTH MACH & EQ,,,,FISTOZ MANAGEMENT SER,0.0,0.0,48575.65,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:TRANSPORT EQP,,,,EDEN SKYE 14,0.0,0.0,650684.39,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:TRANSPORT EQP,,,,FISTOZ MANAGEMENT SER,0.0,0.0,420901.8,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,INV ASSTS DSTR:TRANSPORT EQP,,,,KHOLO LOMUSA TRADING,0.0,0.0,1145537.66,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,CONS HH SUP:GROCERIES,,,,FISTOZ MANAGEMENT SER,0.0,0.0,83820.11,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,INTERGRATED YOUTH DEVELOPMENT,R004,ENTERPRENEURSHIP & EMPOWERMENT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,82480.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,SPECIAL PROGRAMMES,R004,SPECIAL PROGRAMMES,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVIT,,,,HARVEY WORLD TRAVEL E,0.0,0.0,3210.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,SPECIAL PROGRAMMES,R004,SPECIAL PROGRAMMES,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,250000.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,SPECIAL PROGRAMMES,R004,SPECIAL PROGRAMMES,I003,GOODS AND SERVICES,I006,T&S DOM NON EMPL:ACCOMMODATI,,,,HARVEY WORLD TRAVEL E,0.0,0.0,130400.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,RAPID RESPONSE & PRIORITY PROGRM,R004,RAPID RESPONSE & PRIORITY PROGRM,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,,,,HARVEY WORLD TRAVEL E,0.0,0.0,183715.0,2026-05-19
COM19.05.26.xlsx,PROG 3,,,R003,RAPID RESPONSE & PRIORITY PROGRM,R004,RAPID RESPONSE & PRIORITY PROGRM,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,,,,HARVEY WORLD TRAVEL E,0.0,0.0,4740.0,2026-05-19
